Chr;Contig_name;Contig_length;Contig_start;Contig_end;ctg_start_sum;ctg_end_sum;Chromosome;Strand;Chromosome_9930;Start_9930;End_9930;Strand_9930;Chromosome_Gy14;Start_Gy14;End_Gy14;Strand_Gy14;Chromosome_blast_9930db;Chromosome_blast_gy14db;Chromosome_according_to_DARTseq_analysis;STC_sequence_id;Chromosome_according_to_FISH_analysis
2;ctg689;19079;1;19079;17171095;17190174;;;Chr2_9930;17177828;17196906;+;ctg689;1;19079;+;;;;;
2;ctg381;30857;1;30857;17190175;17221032;;;Chr2_9930;17197007;17227863;+;Chr2_Gy14;22717112;22747968;-;;;;;
2;ctg5693;34924;1;34924;17221033;17255957;;;Chr2_9930;17227964;17262887;+;Chr2_Gy14;17972896;18007819;-;;;;;
2;ctg4778;60867;1;60867;17255958;17316825;;;Chr2_9930;17262988;17323854;-;Chr4_Gy14;18901207;18962073;+;;;;;
2;ctg5747;38213;1;38213;17316826;17355039;;;Chr2_9930;17323955;17362167;-;Chr4_Gy14;18862894;18901106;+;;;;;
2;ctg2200;24038;1;24038;17355040;17379078;;;Chr2_9930;17362268;17386305;-;Chr4_Gy14;18838756;18862793;+;;;;;
2;ctg3715;26908;1;26908;17379079;17405987;;;Chr2_9930;17386406;17413313;-;Chr2_Gy14;21409397;21436304;+;;;;;
2;ctg2157;19187;1;19187;17405988;17425175;;;Chr2_9930;17413414;17432600;-;ctg2157;1;19187;+;;;;;
2;ctg1519;19511;1;19511;17425176;17444687;;;Chr2_9930;17432701;17452211;+;Chr2_Gy14;25535592;25555102;+;;;;;
2;ctg1520;19463;1;19463;17444688;17464151;;;Chr2_9930;17452312;17471774;+;Chr2_Gy14;25555203;25574665;+;Chr2;Chr2;;;
2;ctg1522;1505778;1;1505778;17464152;18969930;Chr2;+;Chr2_9930;17471875;18977652;+;Chr2_Gy14;25574766;27080543;+;Chr2;Chr2;Chr2;;
2;ctg7094;14854;1;14854;18969931;18984785;;;Chr2_9930;18977753;18992606;-;Chr2_Gy14;27209399;27224252;-;;;;;
2;ctg1227;5330229;1;5330229;18984786;24315015;Chr2;+;Chr2_9930;18992707;24322935;+;Chr2_Gy14;27224353;32554581;+;Chr2;Chr2;Chr2;;
2;ctg35;1182810;1;1182810;24315016;25497826;Chr2;-;Chr2_9930;24323036;25505845;-;Chr2_Gy14;32563291;33746100;-;Chr2;Chr2;;;
3;ctg1;12672375;1;12672375;1;12672376;Chr3;+;Chr3_9930;1;12672375;+;Chr3_Gy14;44569;12716943;+;Chr3;Chr3;Chr3;;
3;ctg2009;6428342;1;6428342;12672377;19100719;Chr3;+;Chr3_9930;12672476;19100817;+;Chr3_Gy14;12729108;19157449;+;Chr3;Chr3;Chr3;;
3;ctg1575;780762;1;780762;19100720;19881482;Chr3;-;Chr3_9930;19100918;19881679;+;Chr3_Gy14;19157550;19938311;+;Chr3;Chr3;;;
3;ctg2055;28359;1;28359;19881483;19909842;;;Chr3_9930;19881780;19910138;+;ctg2055;1;28359;+;;;;;
3;ctg5434;52401;1;52401;19909843;19962244;;;Chr3_9930;19910239;19962639;-;Chr3_Gy14;19938412;19990812;-;;;;;
3;ctg3527;17256;1;17256;19962245;19979501;;;Chr3_9930;19962740;19979995;-;ctg3527;1;17256;+;;;;;
3;ctg2607;857970;1;857970;19979502;20837472;Chr3;+;Chr3_9930;19980096;20838065;+;Chr3_Gy14;19990913;20848882;+;Chr3;Chr3;Chr3;STC1_Bam_002_E06_M13;Chr1
3;ctg6242;36631;1;36631;20837473;20874104;;;Chr3_9930;20838166;20874796;-;Chr3_Gy14;20848983;20885613;-;;;;;
3;ctg2174;549279;1;549279;20874105;21423384;Chr3;+;Chr3_9930;20874897;21424175;+;Chr3_Gy14;20885714;21434992;+;Chr3;Chr3;Chr3;;
3;ctg2117;105223;1;105223;21423385;21528608;;;Chr3_9930;21424276;21529498;-;Chr3_Gy14;21435093;21540315;-;Chr3;;;;
3;ctg2165;33593;1;33593;21528609;21562202;;;Chr3_9930;21529599;21563191;+;ctg2165;1;33593;+;;;;;
3;ctg635;23920;1;23920;21562203;21586123;;;Chr3_9930;21563292;21587211;+;ctg635;1;23920;+;;;;;
3;ctg3344;11176;1;11176;21586124;21597300;;;Chr3_9930;21587312;21598487;-;Chr3_Gy14;21540416;21551591;-;;;;;
3;ctg3346;13962;1;13962;21597301;21611263;;;Chr3_9930;21598588;21612549;+;Chr3_Gy14;21551692;21565653;+;;;;;
3;ctg1213;157374;1;157374;21611264;21768638;;;Chr3_9930;21612650;21770023;+;Chr3_Gy14;21565754;21723127;+;Chr3;Chr3;;;
3;ctg1216;1226528;1;1226528;21768639;22995167;Chr3;+;Chr3_9930;21770124;22996651;+;Chr3_Gy14;21723228;22949755;+;Chr3;Chr3;Chr3;;
3;ctg33;49990;1;49990;22995168;23045158;;;Chr3_9930;22996752;23046741;+;Chr3_Gy14;23703495;23753484;-;Chr3;;;;
3;ctg5743;40576;1;40576;23045159;23085735;;;Chr3_9930;23046842;23087417;-;Chr3_Gy14;23662819;23703394;+;;;;;
3;ctg2010;8172;1;8172;23085736;23093908;;;Chr3_9930;23087518;23095689;-;ctg2010;1;8172;+;;;;;
3;ctg1918;201969;1;201969;23093909;23295878;;;Chr3_9930;23095790;23297758;-;Chr3_Gy14;23204112;23406080;-;Chr3;Chr3;;;
3;ctg2090;47801;1;47801;23295879;23343680;;;Chr3_9930;23297859;23345659;-;Chr3_Gy14;23406181;23453981;-;Chr3;Chr3;;;
3;ctg4958;32119;1;32119;23343681;23375800;;;Chr3_9930;23345760;23377878;-;Chr3_Gy14;23454082;23486200;-;;;;;
3;ctg6257;16198;1;16198;23375801;23391999;;;Chr3_9930;23377979;23394176;-;Chr3_Gy14;23486301;23502498;-;;;;;
3;ctg6102;23791;1;23791;23392000;23415791;;;Chr3_9930;23394277;23418067;+;Chr3_Gy14;23502599;23526389;+;;;;;
3;ctg2085;27984;1;27984;23415792;23443776;;;Chr3_9930;23418168;23446151;-;Chr3_Gy14;23526490;23554473;-;;;;;
3;ctg2084;22615;1;22615;23443777;23466392;;;Chr3_9930;23446252;23468866;-;ctg2084;1;22615;+;;;;;
3;ctg4981;19567;1;19567;23466393;23485960;;;Chr3_9930;23468967;23488533;+;ctg4981;1;19567;+;;;;;
3;ctg4944;23116;1;23116;23485961;23509077;;;Chr3_9930;23488634;23511749;-;ctg4944;1;23116;+;;;;;
3;ctg3829;34907;1;34907;23509078;23543985;;;Chr3_9930;23511850;23546756;-;ctg3829;1;34907;+;;;;;
3;ctg7080;16824;1;16824;23543986;23560810;;;Chr3_9930;23546857;23563680;-;Chr3_Gy14;23753585;23770408;-;;;;;
3;ctg6613;15702;1;15702;23560811;23576513;;;Chr3_9930;23563781;23579482;-;Chr3_Gy14;23770509;23786210;-;;;;;
3;ctg3462;17410;1;17410;23576514;23593924;;;Chr3_9930;23579583;23596992;+;Chr3_Gy14;23786311;23803720;+;;;;;
3;ctg3458;17374;1;17374;23593925;23611299;;;Chr3_9930;23597093;23614466;+;Chr3_Gy14;23803821;23821194;+;;;;;
3;ctg3367;34322;1;34322;23611300;23645622;;;Chr3_9930;23614567;23648888;+;Chr3_Gy14;23821295;23855616;+;;;;;
3;ctg206;22595;1;22595;23645623;23668218;;;Chr3_9930;23648989;23671583;-;Chr3_Gy14;23855717;23878311;-;;;;;
3;ctg4319;32353;1;32353;23668219;23700572;;;Chr3_9930;23671684;23704036;+;ctg4319;1;32353;+;;;;;
3;ctg1931;17981;1;17981;23700573;23718554;;;Chr3_9930;23704137;23722117;+;ctg1931;1;17981;+;;;;;
3;ctg1042;6799;1;6799;23718555;23725354;;;Chr3_9930;23722218;23729016;-;ctg1042;1;6799;+;;;;;
3;ctg130;49715;1;49715;23725355;23775070;;;Chr3_9930;23729117;23778831;-;Chr4_Gy14;11326933;11376647;-;;;;;
3;ctg1517;164748;1;164748;23775071;23939819;;;Chr3_9930;23778932;23943679;-;Chr3_Gy14;23878412;24043159;-;Chr3;Chr3;;;
3;ctg5137;19014;1;19014;23939820;23958834;;;Chr3_9930;23943780;23962793;+;Chr3_Gy14;24043260;24062273;+;Chr3;Chr3;;;
3;ctg304;397926;1;397926;23958835;24356761;;;Chr3_9930;23962894;24360819;-;Chr3_Gy14;24062374;24460299;-;Chr3;Chr3;Chr3;;
3;ctg2509;17780;1;17780;24356762;24374542;;;Chr3_9930;24360920;24378699;+;Chr3_Gy14;24460400;24478179;+;;;;;
3;ctg5595;26356;1;26356;24374543;24400899;;;Chr3_9930;24378800;24405155;-;Chr3_Gy14;24478280;24504635;-;;;;;
3;ctg6060;17297;1;17297;24400900;24418197;;;Chr3_9930;24405256;24422552;+;Chr3_Gy14;24504736;24522032;+;;;;;
3;ctg3291;19651;1;19651;24418198;24437849;;;Chr3_9930;24422653;24442303;+;ctg3291;1;19651;+;;;;;
3;ctg384;196830;1;196830;24437850;24634680;Chr3;+;Chr3_9930;24442404;24639233;+;Chr3_Gy14;24656931;24853760;+;Chr3;Chr3;;;
3;ctg3419;842862;1;842862;24634681;25477543;Chr3;-;Chr3_9930;24639334;25482195;-;Chr3_Gy14;24853861;25696722;-;Chr3;Chr3;Chr3;;
3;ctg6380;14401;1;14401;25477544;25491945;;;Chr3_9930;25482296;25496696;-;ctg6380;1;14401;+;;;;;
3;ctg3417;40029;1;40029;25491946;25531975;;;Chr3_9930;25496797;25536825;-;ctg3417;1;40029;+;;;;;
3;ctg5386;24994;1;24994;25531976;25556970;;;Chr3_9930;25536926;25561919;-;Chr3_Gy14;27408845;27433838;-;;;;;
3;ctg3421;46660;1;46660;25556971;25603631;;;Chr3_9930;25562020;25608679;+;Chr3_Gy14;25804652;25851311;-;;;;;
3;ctg2573;9873;1;9873;25603632;25613505;;;Chr3_9930;25608780;25618652;+;ctg2573;1;9873;+;;;;;
3;ctg3027;18619;1;18619;25613506;25632125;;;Chr3_9930;25618753;25637371;+;ctg3027;1;18619;+;;;;;
3;ctg3411;13320;1;13320;25632126;25645446;;;Chr3_9930;25637472;25650791;+;Chr3_Gy14;25935206;25948525;+;Chr3;Chr3;;;
3;ctg3409;17188;1;17188;25645447;25662635;;;Chr3_9930;25650892;25668079;+;Chr3_Gy14;25948626;25965813;+;;;;;
3;ctg3412;1400156;1;1400156;25662636;27062792;Chr3;+;Chr3_9930;25668180;27068335;-;Chr3_Gy14;25965914;27366069;-;Chr3;Chr3;;;
3;ctg218;18234;1;18234;27062793;27081027;;;Chr3_9930;27068436;27086669;+;Chr3_Gy14;27372556;27390789;+;;;;;
3;ctg3423;25804;1;25804;27081028;27106832;;;Chr3_9930;27086770;27112573;-;ctg3423;1;25804;+;;;;;
3;ctg1837;3762028;1;3762028;27106833;30868861;Chr3;+;Chr3_9930;27112674;30874701;+;Chr3_Gy14;27445806;31207833;+;Chr3;Chr3;Chr3;;
3;ctg6126;77880;1;77880;30868862;30946742;;;Chr3_9930;30874802;30952681;-;Chr3_Gy14;31207934;31285813;-;Chr3;Chr3;;;
3;ctg1838;9682333;1;9682333;30946743;40629076;Chr3;+;Chr3_9930;30952782;40635114;+;Chr3_Gy14;31285914;40968246;+;Chr3;Chr3;Chr3;;
3;ctg1251;533186;1;533186;40629077;41162263;Chr3;+;Chr3_9930;40635215;41168400;-;Chr3_Gy14;40968347;41501532;-;Chr3;Chr3;Chr3;;
4;ctg4957;24435;1;24435;1;24435;;;Chr4_9930;1;24435;-;ctg4957;1;24435;+;;;;;
4;ctg691;11391;1;11391;24436;35827;;;Chr4_9930;24536;35926;+;ctg691;1;11391;+;;;;;
4;ctg201;24327;1;24327;35828;60155;;;Chr4_9930;36027;60353;+;Chr1_Gy14;1;24327;+;Chr1;Chr1;;;
4;ctg24;3000722;1;3000722;60156;3060878;Chr4;-;Chr4_9930;60454;3061175;-;Chr4_Gy14;1;3000722;-;Chr4;Chr4;Chr4;;
4;ctg1821;287331;1;287331;3060879;3348210;;;Chr4_9930;3061276;3348606;-;Chr4_Gy14;3012581;3299911;-;scaffold78;Chr4;;;
4;ctg1820;5382001;1;5382001;3348211;8730212;Chr4;-;Chr4_9930;3348707;8730707;-;Chr4_Gy14;3310132;8692132;-;Chr4;Chr4;Chr4;;
4;ctg1819;32877;1;32877;8730213;8763090;;;Chr4_9930;8730808;8763684;-;Chr4_Gy14;8692233;8725109;-;;;;;
4;ctg1252;617584;1;617584;8763091;9380675;Chr4;+;Chr4_9930;8763785;9381368;+;Chr4_Gy14;8725210;9342793;+;Chr4;Chr4;;;
4;ctg5484;79274;1;79274;9380676;9459950;;;Chr4_9930;9381469;9460742;+;Chr4_Gy14;9342894;9422167;+;;;;;
4;ctg5557;36974;1;36974;9459951;9496925;;;Chr4_9930;9460843;9497816;+;Chr4_Gy14;9422268;9459241;+;;;;;
4;ctg1267;353596;1;353596;9496926;9850522;;;Chr4_9930;9497917;9851512;+;Chr4_Gy14;9459342;9812937;+;Chr4;Chr4;;;
4;ctg7200;18677;1;18677;9850523;9869200;;;Chr4_9930;9851613;9870289;+;ctg7200;1;18677;+;;;;;
4;ctg267;44390;1;44390;9869201;9913591;;;Chr4_9930;9870390;9914779;+;Chr4_Gy14;9813038;9857427;+;;;;;
4;ctg316;16999;1;16999;9913592;9930591;;;Chr4_9930;9914880;9931878;+;Chr4_Gy14;9857528;9874526;+;;;;;
4;ctg2465;375018;1;375018;9930592;10305610;Chr4;-;Chr4_9930;9931979;10306996;+;Chr4_Gy14;9874627;10249644;+;Chr4;Chr4;;;
4;ctg2194;372411;1;372411;10305611;10678022;;;Chr4_9930;10307097;10679507;-;Chr4_Gy14;10249745;10622155;-;Chr4;Chr4;;;
4;ctg7606;17961;1;17961;10678023;10695984;;;Chr4_9930;10679608;10697568;+;ctg7606;1;17961;+;;;;;
4;ctg7791;24852;1;24852;10695985;10720837;;;Chr4_9930;10697669;10722520;-;ctg7791;1;24852;+;;;;;
4;ctg8039;11966;1;11966;10720838;10732804;;;Chr4_9930;10722621;10734586;+;Chr4_Gy14;10636906;10648871;+;;;;;
4;ctg6024;27866;1;27866;10732805;10760671;;;Chr4_9930;10734687;10762552;-;Chr4_Gy14;10648972;10676837;-;;;;;
4;ctg2211;145436;1;145436;10760672;10906108;;;Chr4_9930;10762653;10908088;+;Chr4_Gy14;10676938;10822373;+;Chr4;Chr4;;;
4;ctg7393;26748;1;26748;10906109;10932857;;;Chr4_9930;10908189;10934936;+;Chr4_Gy14;10822474;10849221;+;;;;;
4;ctg2243;260045;1;260045;10932858;11192903;;;Chr4_9930;10935037;11195081;+;Chr4_Gy14;10849322;11109366;+;Chr4;Chr4;;;
4;ctg3350;100298;1;100298;11192904;11293202;;;Chr4_9930;11195182;11295479;+;Chr4_Gy14;11109467;11209764;+;;;;;
4;ctg400;24817;1;24817;11293203;11318020;;;Chr4_9930;11295580;11320396;+;Chr4_Gy14;11302016;11326832;+;;;;;
4;ctg2277;44286;1;44286;11318021;11362307;;;Chr4_9930;11320497;11364782;+;Chr4_Gy14;11766475;11810760;+;;;;;
4;ctg4963;22583;1;22583;11362308;11384891;;;Chr4_9930;11364883;11387465;-;Chr4_Gy14;11810861;11833443;-;;Chr4;;;
4;ctg2279;268075;1;268075;11384892;11652967;Chr4;-;Chr4_9930;11387566;11655640;+;Chr4_Gy14;11833544;12101618;+;Chr4;Chr4;;;
4;ctg1171;23541;1;23541;11652968;11676509;;;Chr4_9930;11655741;11679281;+;ctg1171;1;23541;+;;;;;
4;ctg810;16298;1;16298;11676510;11692808;;;Chr4_9930;11679382;11695679;+;ctg810;1;16298;+;;;;;
4;ctg4544;60136;1;60136;11692809;11752945;;;Chr4_9930;11695780;11755915;+;Chr6_Gy14;17836725;17896860;+;;;;;
4;ctg2262;14125;1;14125;11752946;11767071;;;Chr4_9930;11756016;11770140;+;Chr6_Gy14;17896961;17911085;+;;;;;
4;ctg7880;17882;1;17882;11767072;11784954;;;Chr4_9930;11770241;11788122;+;Chr6_Gy14;17911186;17929067;+;;;;;
4;ctg5631;30754;1;30754;11784955;11815709;;;Chr4_9930;11788223;11818976;+;Chr6_Gy14;17929168;17959921;+;;;;;
4;ctg2268;22652;1;22652;11815710;11838362;;;Chr4_9930;11819077;11841728;+;Chr6_Gy14;17960022;17982673;+;;;;;
4;ctg5185;32418;1;32418;11838363;11870781;;;Chr4_9930;11841829;11874246;+;ctg5185;1;32418;+;;;;;
4;ctg3887;29861;1;29861;11870782;11900643;;;Chr4_9930;11874347;11904207;-;Chr2_Gy14;24896711;24926571;+;;;;;
4;ctg2222;24390;1;24390;11900644;11925034;;;Chr4_9930;11904308;11928697;-;ctg2222;1;24390;+;;;;;
4;ctg1776;27838;1;27838;11925035;11952873;;;Chr4_9930;11928798;11956635;+;ctg1776;1;27838;+;;;;;
4;ctg4717;13107;1;13107;11952874;11965981;;;Chr4_9930;11956736;11969842;+;ctg4717;1;13107;+;;;;;
4;ctg3225;44148;1;44148;11965982;12010130;;;Chr4_9930;11969943;12014090;+;Chr4_Gy14;14667003;14711150;+;;;;;
4;ctg2688;21626;1;21626;12010131;12031757;;;Chr4_9930;12014191;12035816;-;Chr4_Gy14;17449455;17471080;+;;;;;
4;ctg4663;27476;1;27476;12031758;12059234;;;Chr4_9930;12035917;12063392;+;ctg4663;1;27476;+;;;;;
4;ctg4454;24867;1;24867;12059235;12084102;;;Chr4_9930;12063493;12088359;-;ctg4454;1;24867;+;;;;;
4;ctg5618;36708;1;36708;12084103;12120811;;;Chr4_9930;12088460;12125167;+;Chr4_Gy14;16399608;16436315;+;;;;;
4;ctg3373;90881;1;90881;12120812;12211693;;;Chr4_9930;12125268;12216148;-;Chr2_Gy14;21459966;21550846;+;;;;;
4;ctg3401;62126;1;62126;12211694;12273820;;;Chr4_9930;12216249;12278374;+;Chr2_Gy14;17804155;17866280;-;;;;;
4;ctg4602;77369;1;77369;12273821;12351190;;;Chr4_9930;12278475;12355843;-;ctg4602;1;77369;+;;;;;
4;ctg5366;32523;1;32523;12351191;12383714;;;Chr4_9930;12355944;12388466;-;Chr2_Gy14;17538717;17571239;+;;;;;
4;ctg4023;32347;1;32347;12383715;12416062;;;Chr4_9930;12388567;12420913;+;Chr2_Gy14;17506270;17538616;-;;;;;
4;ctg3610;33594;1;33594;12416063;12449657;;;Chr4_9930;12421014;12454607;-;Chr2_Gy14;24161111;24194704;-;;;;;
4;ctg3646;38471;1;38471;12449658;12488129;;;Chr4_9930;12454708;12493178;-;ctg3646;1;38471;+;;;;;
4;ctg5967;31417;1;31417;12488130;12519547;;;Chr4_9930;12493279;12524695;-;Chr2_Gy14;23123171;23154587;-;;;;;
4;ctg3609;162577;1;162577;12519548;12682125;;;Chr4_9930;12524796;12687372;-;Chr2_Gy14;20331179;20493755;+;;;;;
4;ctg4140;40506;1;40506;12682126;12722632;;;Chr4_9930;12687473;12727978;-;ctg4140;1;40506;+;;;;;
4;ctg1731;22727;1;22727;12722633;12745360;;;Chr4_9930;12728079;12750805;-;Chr2_Gy14;16432585;16455311;+;;;;;
4;ctg4883;25531;1;25531;12745361;12770892;;;Chr4_9930;12750906;12776436;+;Chr2_Gy14;23265969;23291499;+;;;;;
4;ctg361;17594;1;17594;12770893;12788487;;;Chr4_9930;12776537;12794130;+;Chr2_Gy14;20541278;20558871;-;;;;;
4;ctg561;25438;1;25438;12788488;12813926;;;Chr4_9930;12794231;12819668;+;Chr4_Gy14;18016965;18042402;-;;;;;
4;ctg5575;27773;1;27773;12813927;12841700;;;Chr4_9930;12819769;12847541;-;ctg5575;1;27773;+;;;;;
4;ctg4749;47350;1;47350;12841701;12889051;;;Chr4_9930;12847642;12894991;-;ctg4749;1;47350;+;;;;;
4;ctg3747;78046;1;78046;12889052;12967098;;;Chr4_9930;12895092;12973137;+;Chr4_Gy14;11376748;11454793;-;;;;;
4;ctg1718;24933;1;24933;12967099;12992032;;;Chr4_9930;12973238;12998170;-;ctg1718;1;24933;+;;;;;
4;ctg1552;29756;1;29756;12992033;13021789;;;Chr4_9930;12998271;13028026;+;Chr2_Gy14;20301323;20331078;-;;;;;
4;ctg1551;16007;1;16007;13021790;13037797;;;Chr4_9930;13028127;13044133;+;Chr2_Gy14;20285216;20301222;-;;;;;
4;ctg5085;42567;1;42567;13037798;13080365;;;Chr4_9930;13044234;13086800;-;Chr2_Gy14;20242549;20285115;+;;;;;
4;ctg3316;8468;1;8468;13080366;13088834;;;Chr4_9930;13086901;13095368;-;ctg3316;1;8468;+;;;;;
4;ctg2619;17777;1;17777;13088835;13106612;;;Chr4_9930;13095469;13113245;+;Chr2_Gy14;17350132;17367908;-;;;;;
4;ctg3652;49913;1;49913;13106613;13156526;;;Chr4_9930;13113346;13163258;-;Chr2_Gy14;17300119;17350031;+;;;;;
4;ctg5724;46190;1;46190;13156527;13202717;;;Chr4_9930;13163359;13209548;+;ctg5724;1;46190;+;;;;;
4;ctg4679;36264;1;36264;13202718;13238982;;;Chr4_9930;13209649;13245912;-;Chr2_Gy14;16995755;17032018;+;;;;;
4;ctg3757;118167;1;118167;13238983;13357150;;;Chr4_9930;13246013;13364179;+;Chr2_Gy14;16877488;16995654;-;;;;;
4;ctg4243;81255;1;81255;13357151;13438406;;;Chr4_9930;13364280;13445534;-;Chr2_Gy14;25118444;25199698;-;;;;;
4;ctg4505;35342;1;35342;13438407;13473749;;;Chr4_9930;13445635;13480976;-;ctg4505;1;35342;+;;;;;
4;ctg3597;28008;1;28008;13473750;13501758;;;Chr4_9930;13481077;13509084;+;ctg3597;1;28008;+;;;;;
4;ctg3564;34597;1;34597;13501759;13536356;;;Chr4_9930;13509185;13543781;+;Chr2_Gy14;16756391;16790987;-;;;;;
4;ctg4634;15006;1;15006;13536357;13551363;;;Chr4_9930;13543882;13558887;-;Chr2_Gy14;17649289;17664294;+;;;;;
4;ctg3879;20549;1;20549;13551364;13571913;;;Chr4_9930;13558988;13579536;+;Chr2_Gy14;17628640;17649188;-;;;;;
4;ctg5213;19887;1;19887;13571914;13591801;;;Chr4_9930;13579637;13599523;+;ctg5213;1;19887;+;;;;;
4;ctg2629;10776;1;10776;13591802;13602578;;;Chr4_9930;13599624;13610399;+;ctg2629;1;10776;+;;;;;
4;ctg4987;31685;1;31685;13602579;13634264;;;Chr4_9930;13610500;13642184;+;Chr2_Gy14;20786896;20818580;-;;;;;
4;ctg5486;18537;1;18537;13634265;13652802;;;Chr4_9930;13642285;13660821;-;Chr2_Gy14;23886904;23905440;-;;;;;
4;ctg4453;34257;1;34257;13652803;13687060;;;Chr4_9930;13660922;13695178;-;Chr2_Gy14;17769798;17804054;+;;;;;
4;ctg4670;50513;1;50513;13687061;13737574;;;Chr4_9930;13695279;13745791;-;ctg4670;1;50513;+;;;;;
4;ctg2469;15387;1;15387;13737575;13752962;;;Chr4_9930;13745892;13761278;-;ctg2469;1;15387;+;;;;;
4;ctg3777;30256;1;30256;13752963;13783219;;;Chr4_9930;13761379;13791634;+;Chr2_Gy14;16705364;16735619;-;;;;;
4;ctg3602;64957;1;64957;13783220;13848177;;;Chr4_9930;13791735;13856691;+;Chr2_Gy14;18242785;18307741;-;;;;;
4;ctg5138;21336;1;21336;13848178;13869514;;;Chr4_9930;13856792;13878127;+;ctg5138;1;21336;+;;;;;
4;ctg2796;13715;1;13715;13869515;13883230;;;Chr4_9930;13878228;13891942;-;Chr2_Gy14;16644573;16658287;+;;;;;
4;ctg4073;16775;1;16775;13883231;13900006;;;Chr4_9930;13892043;13908817;-;Chr2_Gy14;16627698;16644472;+;;;;;
4;ctg2749;19311;1;19311;13900007;13919318;;;Chr4_9930;13908918;13928228;+;Chr2_Gy14;16608287;16627597;-;;;;;
4;ctg2942;18965;1;18965;13919319;13938284;;;Chr4_9930;13928329;13947293;+;ctg2942;1;18965;+;;;;;
4;ctg5530;23365;1;23365;13938285;13961650;;;Chr4_9930;13947394;13970758;-;Chr2_Gy14;16584822;16608186;+;;;;;
4;ctg3386;81994;1;81994;13961651;14043645;;;Chr4_9930;13970859;14052852;-;Chr2_Gy14;19324538;19406531;+;;;;;
4;ctg4462;33765;1;33765;14043646;14077411;;;Chr4_9930;14052953;14086717;+;Chr2_Gy14;16550957;16584721;-;;;;;
4;ctg2885;14486;1;14486;14077412;14091898;;;Chr4_9930;14086818;14101303;+;Chr2_Gy14;16536371;16550856;-;;;;;
4;ctg4675;51426;1;51426;14091899;14143325;;;Chr4_9930;14101404;14152829;+;Chr2_Gy14;16455412;16506837;-;;;;;
4;ctg5157;28272;1;28272;14143326;14171598;;;Chr4_9930;14152930;14181201;-;ctg5157;1;28272;+;;;;;
4;ctg4669;30431;1;30431;14171599;14202030;;;Chr4_9930;14181302;14211732;-;ctg4669;1;30431;+;;;;;
4;ctg2981;20248;1;20248;14202031;14222279;;;Chr4_9930;14211833;14232080;-;Chr2_Gy14;21720287;21740534;+;;;;;
4;ctg4904;25076;1;25076;14222280;14247356;;;Chr4_9930;14232181;14257256;-;ctg4904;1;25076;+;;;;;
4;ctg2978;17880;1;17880;14247357;14265237;;;Chr4_9930;14257357;14275236;-;Chr4_Gy14;16665231;16683110;+;;;;;
4;ctg4942;16862;1;16862;14265238;14282100;;;Chr4_9930;14275337;14292198;+;Chr4_Gy14;16648269;16665130;-;;;;;
4;ctg2555;12309;1;12309;14282101;14294410;;;Chr4_9930;14292299;14304607;-;Chr4_Gy14;16635860;16648168;+;;;;;
4;ctg3341;18776;1;18776;14294411;14313187;;;Chr4_9930;14304708;14323483;+;Chr2_Gy14;19713868;19732643;+;;;;;
4;ctg2306;20919;1;20919;14313188;14334107;;;Chr4_9930;14323584;14344502;+;Chr4_Gy14;16614841;16635759;-;;;;;
4;ctg6030;21141;1;21141;14334108;14355249;;;Chr4_9930;14344603;14365743;+;Chr4_Gy14;16593600;16614740;-;;;;;
4;ctg3927;44006;1;44006;14355250;14399256;;;Chr4_9930;14365844;14409849;-;Chr4_Gy14;16209468;16253473;-;;;;;
4;ctg4488;32909;1;32909;14399257;14432166;;;Chr4_9930;14409950;14442858;+;ctg4488;1;32909;+;;;;;
4;ctg5042;40628;1;40628;14432167;14472795;;;Chr4_9930;14442959;14483586;-;Chr2_Gy14;19839641;19880268;-;;;;;
4;ctg1631;16305;1;16305;14472796;14489101;;;Chr4_9930;14483687;14499991;+;Chr2_Gy14;19880369;19896673;+;;;;;
4;ctg3068;28487;1;28487;14489102;14517589;;;Chr4_9930;14500092;14528578;-;Chr2_Gy14;18639104;18667590;+;;;;;
4;ctg7289;16257;1;16257;14517590;14533847;;;Chr4_9930;14528679;14544935;+;ctg7289;1;16257;+;;;;;
4;ctg3576;61439;1;61439;14533848;14595287;;;Chr4_9930;14545036;14606474;+;Chr4_Gy14;17858699;17920137;-;;;;;
4;ctg5715;16152;1;16152;14595288;14611440;;;Chr4_9930;14606575;14622726;+;Chr2_Gy14;21337969;21354120;-;;;;;
4;ctg4250;42027;1;42027;14611441;14653468;;;Chr4_9930;14622827;14664853;+;Chr2_Gy14;19973570;20015596;-;;;;;
4;ctg4244;33863;1;33863;14653469;14687332;;;Chr4_9930;14664954;14698816;-;Chr2_Gy14;21304006;21337868;+;;;;;
4;ctg957;20035;1;20035;14687333;14707368;;;Chr4_9930;14698917;14718951;+;Chr2_Gy14;21283871;21303905;-;;;;;
4;ctg4349;46392;1;46392;14707369;14753761;;;Chr4_9930;14719052;14765443;+;Chr2_Gy14;20196057;20242448;-;;;;;
4;ctg3384;105307;1;105307;14753762;14859069;;;Chr4_9930;14765544;14870850;-;Chr4_Gy14;17683623;17788929;+;;;;;
4;ctg2930;12111;1;12111;14859070;14871181;;;Chr4_9930;14870951;14883061;-;ctg2930;1;12111;+;;;;;
4;ctg5925;12070;1;12070;14871182;14883252;;;Chr4_9930;14883162;14895231;-;ctg5925;1;12070;+;;;;;
